Latitude,Longitude
-25.47873,-45.21512	
-25.42800,-45.32417	
-3.99440,-59.55554	
-19.06952,-51.48957	
-19.19614,-51.21523	
-19.24865,-50.95042	
-19.34837,-51.02952	
-43.05128,-65.55623	
-44.65902,-65.77998	
-47.01646,-66.61411	
-12.40152,-57.41183	
-12.41214,-57.45567	
-12.42399,-57.45432	
-12.42862,-57.45642	
-12.43964,-57.41819	
-15.83095,-49.64445	
-15.85732,-49.66208	
-15.86249,-49.64248	
-19.07710,-51.02946	
-19.25822,-50.87337	
-19.25893,-50.89428	
-6.74787,-58.39776	
2.81988,5.74626	
-12.37907,-57.32280	
-12.40793,-57.44578	
-12.41396,-57.43410	
-12.42633,-57.46550	
-23.54491,-45.62164	
-23.55380,-45.61740	
-23.56522,-45.62297	
-23.62016,-45.64556	
-6.06879,-58.21632	
0.20204,-71.97018	
0.22182,-71.92880	
0.24074,-71.90620	
-10.98704,-75.34733	
-22.33353,-51.74253	
-22.42076,-51.60227	
4.26677,-71.76402	
-20.72186,48.46052	
-25.77427,-44.76934	
-25.84208,-44.73857	
-5.66673,-75.36077	
-25.51366,-44.62765	
-4.37636,-74.81721	
-4.40377,-74.82436	
-4.74708,-61.82456	
-4.75849,-61.83136	
-4.76278,-61.83551	
-0.24995,-71.13678	
-10.63705,-76.13864	
-22.27841,-46.51136	
-25.42849,-44.76505	
-25.44879,-44.77507	
-25.56470,-44.81119	
-32.41568,-43.00236	
-5.40525,-73.72568	
-5.43875,-73.53616	
-5.45064,-73.42898	
-5.46920,-73.77947	
-25.81505,-137.45961	
-25.86817,-137.00682	
-25.93589,-136.64449	
-25.96762,-135.87311	
-4.25088,-75.24466	
4.18318,-71.78722	
4.24770,-71.72518	
7.09715,-73.64283	
-13.23729,158.12180	
-17.33765,-51.69148	
-27.68102,-134.27904	
-28.23248,-132.78081	
-4.53274,-61.78239	
-15.89767,-49.71997	
-23.84619,-136.62785	
-23.87768,-136.29593	
-23.61971,-50.62021	
-5.31273,-75.41508	
-5.41315,-75.43119	
0.64601,-71.86995	
-25.07903,-136.92148	
-25.32861,-45.02515	
-25.41466,-44.76929	
5.36526,-84.57424	
6.99315,-76.22361	
-25.33424,-45.18771	
-25.39191,-45.09800	
-25.40049,-45.07226	
-25.47918,-45.05135	
-25.48420,-45.13113	
-25.51269,-45.02467	
-25.43405,-45.14197	
-25.56274,-44.91868	
0.24824,-72.63974	
0.25884,-72.65463	
0.66742,-71.83904	
-32.28633,-43.46220	
-32.39985,-43.03229	
-32.40660,-43.03484	
-32.42670,-43.02341	
-32.61099,-42.74282	
-4.06252,-62.96320	
-16.22227,166.55608	
-31.79430,-43.45929	
-32.40690,-43.03431	
-19.66360,49.73156	
-24.02163,-46.72052	
-24.02393,-46.71328	
-25.47774,-44.92998	
-25.49667,-44.94093	
37.14130,-108.46384	
38.04950,-109.99068	
38.06607,-110.03460	
38.07232,-110.02115	
-31.64790,-43.67709	
3.53644,-70.56743	
4.47743,-71.92397	
-32.79528,-42.34412	
0.72580,-71.90271	
4.37554,-72.01215	
6.56964,-75.25893	
-32.43602,-43.02639	
-32.44151,-42.68544	
-4.18402,-75.36047	
-4.26002,-74.91107	
-4.28226,-75.36279	
-22.34597,-46.52479	
-23.78220,-47.09122	
-23.79483,-47.04707	
-28.87899,45.97339	
-29.32405,45.00322	
-13.16235,158.41937	
-22.38990,-46.40822	
-22.47076,-49.00603	
-5.49131,-42.25071	
-22.64496,-46.20376	
-23.67099,-50.51974	
-32.67776,-121.50087	
-13.54343,-73.08943	
-13.70756,-73.45405	
-15.08119,14.39475	
-11.87460,-72.43317	
-11.95004,-72.91605	
1.00610,-73.10207	
1.15130,-73.53031	
-20.20773,-138.07190	
-20.38195,-137.34239	
-20.77105,-135.29227	
-25.38716,-45.16739	
-4.95453,-75.83801	
-18.94836,-51.47231	
-18.95460,-51.33045	
-19.07057,-51.38057	
-19.13311,-51.24295	
-20.15389,-138.30312	
4.30817,-71.61819	
-19.13717,-51.04103	
-19.13759,-51.04310	
0.73488,-71.62853	
0.12332,-69.32211	
4.37972,-71.97076	
-15.87650,-53.13787	
-17.58162,-140.21140	
-14.55272,24.02203	
-23.57369,-45.48450	
-25.62448,-44.71848	
-4.19690,-75.07577	
-13.09867,-52.57018	
-13.11849,-52.48222	
-25.44359,-44.72535	
0.61450,-71.67301	
-13.02675,-52.51729	
-13.08549,-52.53329	
-13.10167,-52.56680	
-13.20961,-52.33718	
-13.24234,-52.55592	
-13.38210,-52.47388	
-15.75045,-49.05204	
-19.19781,64.70151	
-22.37523,-51.67773	
-22.35481,-46.42138	
3.67332,-71.77235	
4.27460,-71.91139	
4.30875,-71.89613	
-12.35621,-74.21082	
-12.52548,-74.16161	
-12.62562,-74.07122	
-23.94367,-138.97974	
-23.71775,-140.50439	
-25.43786,-45.04453	
-25.44199,-45.03864	
-25.51388,-44.99212	
-25.56929,-44.82195	
5.58603,-76.68060	
4.35596,-71.27802	
48.71766,70.44098	
-19.18334,-51.26642	
-20.58484,-54.34148	
-20.78902,-54.03643	
-21.47231,-55.34933	
-21.57453,-55.58622	
-21.60153,-55.61082	
3.92886,-83.13477	
-22.41841,-46.41316	
-22.42063,-46.40046	
-25.27160,-45.06479	
2.27572,-70.27135	
-25.60622,-45.20004	
-26.15306,-137.81992	
-32.25633,-123.39761	
4.36128,-71.90688	
4.50221,-72.53425	
-0.23286,-63.47244	
-0.23512,-63.42230	
3.15963,-72.24341	
-12.36443,-57.39703	
-12.39509,-57.44957	
-12.42586,-57.35297	
-23.47044,-45.66356	
-15.74972,-48.98521	
-15.77969,-48.91998	
-15.78043,-48.95821	
-15.78417,-48.94956	
-4.95968,-76.04068	
3.91445,-71.41566	
4.12737,-71.69597	
-15.81388,-49.05072	
-25.78094,-44.78993	
-4.99231,-76.20809	
-5.01790,-76.01545	
-5.59498,-75.13921	
0.58672,-71.77456	
4.25696,-71.73766	
4.26256,-71.58572	
-15.83083,-49.04123	
-25.49644,-44.84384	
-25.57831,-44.79850	
-25.58535,-44.76683	
-25.61339,-44.79932	
-32.36855,-43.03397	
-32.44851,-42.86943	
-11.94876,-75.33033	
-30.92526,-44.35495	
-31.06100,-44.18169	
-31.06113,-44.18673	
-15.80839,-49.01854	
-19.33020,64.60195	
-20.78667,61.52141	
-25.51710,-44.85241	
-25.55433,-44.84037	
0.64499,-71.85262	
0.65872,-71.87137	
0.67584,-71.83205	
3.80483,-71.37310	
4.13089,-71.60473	
4.15493,-72.00730	
-19.76505,63.89315	
-23.52038,-45.68808	
-23.52169,-45.68662	
0.56742,-71.63756	
-25.41736,-44.86416	
-32.23842,-43.46309	
-32.50763,-43.03375	
-32.50908,-43.03384	
-32.52764,-43.02958	
0.62111,-72.11387	
0.72286,-71.84635	
-11.86108,-72.33455	
-31.83398,-43.51404	
-31.97309,-43.44226	
-12.63851,-57.20363	
-25.71419,-138.29379	
-15.90145,-49.79782	
-15.90205,-49.68446	
4.27266,-72.15755	
-22.43139,-46.36329	
-20.97385,-52.59821	
-21.00629,-52.82087	
-23.96853,-46.98619	
-3.99982,-59.45352	
0.90401,-71.79095	
-5.87711,-65.61710	
0.05705,-70.87749	
-24.59783,-135.23634	
-24.61267,-135.48418	
-24.85151,-135.37698	
-24.86838,-136.48625	
-7.36566,-73.32084	
-7.38360,-73.30399	
-7.38646,-73.30672	
8.29029,-1.62250	
-25.40594,-45.46616	
-25.42761,-45.26713	
-25.43345,-45.26019	
-25.45451,-45.19575	
-25.42525,-45.28241	
14.39130,32.54795	
3.14984,-70.62212	
-15.97120,-49.57917	
-15.98991,-49.58076	
-25.45894,-44.62553	
-25.47993,-44.61384	
-25.67933,-44.72027	
-25.69724,-44.64175	
-31.16170,-130.53259	
-18.81514,-137.09061	
-33.01376,-42.61202	
-33.18084,-42.46259	
-33.18983,-42.43121	
-18.92531,-136.10187	
-22.22581,-49.34054	
-22.26828,-49.29085	
-22.26936,-49.28054	
-23.02301,-51.01946	
-23.02704,-50.95661	
-23.04816,-50.97593	
-25.61661,-44.71404	
-4.41815,-74.22285	
4.15861,-71.70497	
4.17482,-71.77237	
-22.28481,-49.22065	
-22.29983,-49.28618	
-23.84110,-46.05082	
-25.54452,-44.83096	
-4.29119,-74.11643	
-4.54021,-73.69775	
0.40523,-71.59501	
-16.02961,-48.85139	
-25.71300,-137.77562	
-25.86658,-136.35497	
-25.97285,-138.14899	
-32.42566,-43.02491	
0.65498,-71.84412	
4.39124,-71.90715	
-12.16687,169.93774	
-25.48328,-44.99077	
-5.54821,-74.79739	
-5.72442,-75.96415	
3.51972,-71.19804	
-13.82736,24.42887	
-24.27027,-50.26881	
-24.60582,-66.05473	
4.10275,-71.63509	
4.10418,-71.64958	
4.11177,-71.67606	
-13.01425,-73.01494	
-20.10341,-50.03877	
-25.62942,-44.77123	
-15.78440,-48.97221	
-25.50089,-44.85697	
-25.60847,-44.78921	
-25.62187,-44.78382	
-25.64192,-44.69550	
4.36518,-71.65317	
-23.60377,-45.66688	
-25.25624,-136.57831	
-25.33256,-136.01042	
0.59663,-71.68832	
4.21178,-71.67202	
4.33229,-71.70762	
4.33383,-71.72167	
-15.79856,-49.72881	
-15.83556,-49.75160	
-15.83603,-49.75823	
-15.83891,-49.69696	
-15.86585,-49.73155	
-15.86733,-49.75033	
-15.92789,-49.71552	
-23.50406,-45.74326	
-25.31439,-44.86978	
-25.36755,-44.82779	
-6.18945,-52.63227	
-23.59726,-45.66512	
-25.56628,-44.95120	
-27.37035,-137.77206	
4.40712,-71.97152	
5.90744,-83.39203	
6.06591,-83.80288	
6.06754,-83.77285	
-12.02882,-75.22912	
-12.50899,-72.51737	
-24.31222,-46.68476	
-25.56618,-44.72589	
-25.58045,-44.78502	
-25.60519,-44.74073	
3.72105,-71.31340	
3.84640,-71.42467	
4.19650,-72.12897	
4.27673,-71.79024	
4.40684,-72.07396	
-15.89386,-49.71476	
-23.02063,-51.04162	
-23.06741,-50.91098	
-23.11807,-50.83918	
4.22420,-71.91047	
4.23966,-71.70067	
4.29559,-71.78163	
-22.20581,-46.65046	
-22.32626,-46.41981	
-22.34126,-46.44004	
5.42515,-76.92116	
-2.96958,-48.34489	
-23.69828,-47.18954	
-23.81629,-47.03347	
-25.44031,-45.04232	
-25.48235,-45.08144	
-25.50059,-45.00727	
-25.50690,-45.08965	
-25.50906,-45.07351	
-25.51211,-44.95475	
-25.51839,-45.05145	
-31.77788,-43.61794	
-32.53790,-43.01680	
-32.54358,-43.02242	
-0.79102,-70.82304	
-10.30549,-75.69595	
-10.32986,-75.48616	
-32.54679,-43.06084	
-8.83340,-60.57407	
-27.34903,127.74037	
-32.18949,-43.60228	
-32.25126,-43.30625	
-32.31374,-43.16849	
-32.40756,-42.80606	
-15.72002,-49.15236	
-25.21877,-45.04523	
-25.37255,-44.85233	
-25.49170,-44.78841	
-32.33527,-43.18317	
-9.73049,-48.12945	
4.37442,-71.79867	
4.43441,-71.98033	
-19.40454,-50.93740	
-28.82766,-7.40898	
-7.74178,-72.82133	
4.33204,-71.87401	
8.60035,-31.83044	
-0.00118,-72.48811	
-27.12205,-137.81873	
-32.31839,-123.37348	
-5.21895,-41.62949	
-5.31362,-42.40858	
-5.34538,-42.19248	
21.40254,64.01905	
-12.38124,-57.47095	
-15.91556,-49.61592	
-15.94412,-49.79551	
-16.26226,-48.78593	
-7.25580,-73.44270	
-8.99067,-60.94335	
6.70400,-70.99546	
-14.53774,-57.12444	
-25.80285,-135.96065	
-7.37820,-60.39876	
4.27954,-72.14050	
-10.86615,-77.00045	
-1.23925,-86.11227	
-24.54771,-139.35649	
-25.40779,-45.16771	
-4.21033,-74.13691	
-10.35068,-75.50766	
-13.44979,158.72389	
-13.47303,158.21765	
-24.15709,-135.40996	
-24.32547,-50.30827	
-5.74790,149.74237	
0.56564,-71.68620	
-23.21497,-48.55562	
-23.25299,-48.55824	
-25.61531,-44.68326	
-25.67866,-44.71051	
-22.34157,-49.07887	
-22.38396,-51.72111	
-22.39118,-51.69026	
-22.62832,-135.49178	
-25.49612,-44.63515	
-32.93920,-41.98001	
0.59923,-71.82701	
0.61692,-71.87545	
0.62881,-71.86823	
0.62962,-71.86294	
0.63950,-71.79636	
-13.93939,-51.67917	
-13.94867,-51.63502	
-19.60506,64.08022	
-22.54444,-136.23941	
-23.93396,-46.94269	
-24.16199,-45.79387	
-5.26002,-61.09634	
-10.42381,-75.58178	
-23.64088,-46.74601	
-5.22827,-60.99647	
4.23299,-71.90684	
-13.28565,159.32893	
-13.28603,159.17894	
-23.52791,-45.70494	
-23.55741,-45.66928	
-23.55853,-45.66606	
-32.46268,-42.76545	
-9.98009,-75.75214	
-25.31899,-45.17231	
-25.44868,-45.06635	
-5.48109,-42.14759	
4.97057,-11.17066	
-12.94236,-57.07556	
-13.57694,-51.60591	
-13.57970,-51.73160	
-13.58821,-51.67487	
-18.15051,-138.37712	
-18.77970,-140.75352	
-19.11243,-51.09945	
-6.02397,-58.28219	
0.12037,-71.35278	
0.23145,-71.46967	
0.66452,-71.85439	
4.22183,-71.74564	
4.26634,-72.04715	
-0.28098,-55.53807	
-0.29837,-55.59673	
-0.30323,-55.63210	
3.87319,-74.70815	
5.84363,-76.10447	
-0.23150,-55.45688	
-0.23499,-55.45934	
-0.24410,-55.41394	
-12.99733,158.09131	
-15.89277,-49.71600	
-15.89880,-49.71788	
-32.35409,-123.10717	
-32.80510,-121.37498	
3.29881,-71.10402	
4.00260,-71.18768	
-23.39098,-50.70394	
-25.26806,-45.02707	
4.33917,-71.93882	
-22.46811,-46.41555	
-22.76227,-46.14172	
-23.72584,-46.85934	
-25.49229,-45.08414	
-13.02697,-57.29020	
-25.46103,-45.11012	
-25.49014,-45.10118	
-25.52794,-45.13174	
-25.53856,-45.09559	
-25.61222,-45.22292	
-25.63310,-45.16204	
-23.31918,-45.73401	
4.33707,-72.82171	
-10.41771,-53.50212	
-24.48911,-137.23302	
-25.47742,-138.50833	
-25.74872,-139.75172	
3.99296,-71.52644	
-15.89977,-49.08342	
-15.90247,-49.07838	
-23.68150,-45.09999	
-20.47499,48.19471	
-20.47621,48.17739	
-22.33414,61.05817	
-27.37527,-44.72488	
-27.61708,-44.77894	
-5.14897,-49.23869	
-5.25821,-49.24734	
-7.13049,-48.57798	
-25.51515,-44.61713	
-25.51538,-44.60186	
-25.52238,-44.61105	
-48.50680,-68.10554	
3.68912,-71.59087	
3.70317,-71.61356	
4.14575,-71.68274	
-19.25091,-50.93631	
-19.29692,-51.01625	
-19.29906,-50.88240	
-4.95397,-53.51300	
-4.98976,-53.49226	
-10.32121,-75.78688	
-15.86838,-49.66241	
-15.87323,-49.68149	
-15.87415,-49.71767	
-15.87883,-49.72284	
-20.25145,63.48079	
-4.12008,-59.30487	
-23.64330,-45.60983	
-4.22462,-59.33572	
5.52837,-74.32831	
5.69300,-76.45508	
-23.64127,-45.62278	
-23.64190,-45.61136	
-5.29517,-41.63217	
4.17547,-72.00519	
4.34059,-71.89343	
-12.50218,-57.44774	
-25.51633,-44.97164	
-25.53446,-44.92469	
-25.61641,-44.92479	
-25.62429,-44.87156	
-25.64436,-44.77850	
-28.08162,-44.11392	
2.23802,-17.44873	
4.22484,-71.77026	
-16.11798,-49.52462	
-25.95510,-137.71808	
-31.48372,-123.90777	
0.64731,-71.79359	
0.70479,-72.07293	
0.71857,-72.05989	
-19.37275,-50.93484	
-19.41705,-50.92105	
-31.90514,-43.51129	
-31.92411,-43.49152	
-32.52008,-43.48598	
-32.52739,-43.04689	
-54.21759,-43.57715	
-25.81034,-135.22122	
3.80909,-71.59962	
4.40619,-71.82340	
-23.51672,-45.69140	
-23.52222,-45.69054	
-23.54886,-45.76814	
-7.22321,-72.91978	
-7.22353,-73.60583	
-7.24675,-73.53887	
-7.29590,-73.26231	
-7.87640,-72.58852	
-13.98888,-51.68800	
-14.03016,-51.87516	
-2.16261,-56.42925	
-23.58962,-48.21845	
-12.52295,-57.55424	
-2.18319,-56.34835	
-15.86597,-49.06478	
-4.33692,-74.23210	
-4.43043,-74.62234	
-15.90401,-49.42841	
-20.82319,-53.87019	
-25.47422,-45.17558	
0.53005,-72.28735	
-25.54398,-133.96301	
-5.46957,-48.66736	
-10.59400,-75.24927	
-10.66727,-75.20307	
-19.16492,-51.20416	
-20.11035,-50.17144	
-24.91778,-138.02693	
-4.22790,-74.40767	
-13.66519,-51.58366	
-15.88381,-49.05342	
-15.90381,-49.25089	
-5.18366,-73.07285	
-18.63653,66.50327	
-20.63963,-54.11678	
-20.64463,-54.09277	
-3.78393,-45.03906	
4.12268,-71.55336	
4.27313,-71.74767	
-10.45367,-75.57224	
-10.45920,-75.35022	
-10.48131,-75.56403	
-2.64752,-53.25335	
-4.29167,-75.09209	
-32.35212,-43.23003	
-32.35870,-43.25437	
-32.36609,-43.22630	
-32.37459,-43.20123	
-35.69342,-43.11877	
-5.44089,-42.08051	
-24.03405,-47.36720	
-13.77277,-52.62910	
3.91890,-71.43646	
3.92625,-71.40941	
4.49440,-72.36030	
-25.64599,-44.80960	
-25.64624,-44.80288	
-0.04332,-72.26058	
-19.31630,-51.00814	
-11.90679,-73.90369	
-25.50895,-44.96519	
-25.54493,-44.94718	
-26.01498,-134.38235	
4.82061,-72.91129	
-15.89777,-49.82594	
-15.91059,-49.71877	
-25.55889,-44.99345	
-25.36057,-45.01329	
-25.37464,-45.05323	
-25.34912,-45.06889	
-32.16191,-43.76025	
-32.22287,-43.64147	
-23.48351,-46.00460	
-22.27225,-46.66509	
-10.82063,-74.65516	
-25.51417,-45.18922	
-25.35988,-45.18494	
-25.42353,-45.21365	
-32.15253,-44.37564	
-32.16301,-44.10073	
-32.18021,-44.05824	
-32.18312,-43.92241	
-32.22008,-43.95976	
-32.22289,-43.96120	
-32.22315,-43.94903	
-32.22862,-43.99260	
-32.22986,-43.94304	
-32.23439,-44.01982	
-32.24319,-43.96339	
-23.53441,-46.02873	
-32.22607,-43.97241	
-4.48672,-74.06746	
-17.09198,-51.76200	
-25.62211,-44.69377	
0.63903,-71.66950	
-13.58639,-72.82831	
-22.25354,-49.33126	
-22.26743,-49.28344	
-10.33067,-75.41330	
-22.94557,-51.03370	
-8.70599,-56.24907	
-25.01038,-137.35564	
-15.87621,-49.69137	
-15.93702,-49.73050	
-6.26084,-46.57213	
-22.08146,-49.68101	
4.15212,-71.74367	
4.16129,-71.61722	
4.17297,-71.71603	
4.31794,-71.96127	
4.32323,-71.79153	
-23.57975,-48.16341	
-25.35926,-45.34590	
-25.49685,-45.06712	
-25.53598,-44.81994	
-7.40034,-73.36212	
-19.21689,-141.60077	
-23.79769,-46.05812	
-23.83817,-46.02041	
-23.85811,-46.00639	
-25.52320,-44.99439	
0.57629,-63.34362	
-22.99560,-50.95737	
-26.48127,-134.60329	
-12.41046,-57.54413	
-12.43881,-57.51650	
-12.54226,-57.47508	
0.66891,-71.89236	
4.23192,-71.83766	
-25.59068,-45.00705	
-25.63006,-44.92844	
3.64439,-71.27656	
-25.34653,-44.93398	
-6.10069,-58.22627	
-6.11530,-58.53465	
0.25918,-72.21214	
-21.51291,61.96121	
-25.27007,-44.91766	
-25.31716,-44.91745	
-25.36684,-44.93734	
-25.46448,-45.13476	
-27.35839,-136.08824	
-27.36820,-136.28188	
40.71563,-16.16536	
5.81058,-73.01422	
-12.28079,-57.65900	
-12.31382,-57.55391	
-12.32433,-73.38610	
-12.62372,-57.09290	
-12.97271,158.02953	
-10.24475,-75.82907	
-10.38891,-75.45514	
-18.34795,-41.07236	
-2.85954,-48.41911	
-23.48102,-45.74664	
-23.59066,-45.64938	
-23.61896,-45.73596	
-18.12770,-137.77307	
-18.15578,-137.92160	
-18.16209,-138.23375	
-19.33161,-50.78886	
-19.45967,-50.90014	
-19.85405,-50.44724	
-27.19805,-44.88503	
-27.45576,-44.71372	
-2.52039,21.50651	
-25.30320,-45.19682	
-25.33085,-45.12779	
-25.41555,-45.09898	
-25.43492,-45.12160	
-25.45740,-45.06166	
-25.48237,-45.14156	
0.12365,-71.29621	
0.70592,-72.20710	
4.36138,-72.31533	
4.51817,-72.09206	
-11.61681,169.29645	
-14.20346,-55.18629	
-15.94043,-49.73844	
-22.28626,-135.06799	
0.65704,-72.06878	
-25.35887,-138.86275	
-4.07912,-59.69957	
-25.58376,-45.07553	
-25.60956,-45.03221	
-25.64054,-45.03712	
-25.60476,-45.09381	
-25.50089,-45.16531	
-23.49169,-50.92615	
-24.01161,-46.32439	
-24.01256,-46.32904	
-3.81876,-6.46061	
-4.32817,-74.62871	
3.69266,-67.92162	
4.03259,-70.23631	
4.12278,-70.54043	
-13.95934,-51.91512	
-25.23598,-45.19548	
-25.23721,-45.15469	
-5.41156,-75.41643	
-21.33862,-48.35120	
2.80461,-70.66748	
3.79269,-71.51711	
3.80416,-71.44849	
3.96372,-71.48386	
-20.21149,49.04102	
-20.99858,47.47933	
-21.28364,46.92643	
-25.22577,-45.15248	
-26.95317,19.54885	
-5.53163,-73.96993	
3.03442,-10.38530	
3.69303,-71.21103	
3.84454,-71.35815	
4.05024,-71.34698	
-11.71013,-76.17149	
-14.90022,-53.60968	
-14.92148,-53.68810	
-6.45992,-58.82475	
4.62001,-74.32503	
4.67088,-74.72717	
-17.09517,-138.75890	
-17.19429,-138.33090	
-17.22778,-138.06644	
-4.46482,-73.92750	
4.72424,-74.84671	
-12.12585,-74.17817	
-18.99065,36.78047	
-3.54915,-63.37547	
-4.38108,-74.17377	
-4.42636,-74.03058	
-13.65932,-52.61171	
-16.32752,20.74835	
-10.17279,-75.64710	
-10.18195,-75.76315	
-12.79793,-56.99397	
-13.84309,-56.32696	
-17.99303,-67.84161	
-5.29388,-59.42376	
-4.15445,-74.66343	
-25.11101,-45.45229	
-4.15003,-74.62393	
-4.33377,-74.19895	
-4.37104,-74.16570	
-4.65774,-73.99695	
2.97313,-70.70087	
3.82309,-71.28677	
3.91046,-71.28084	
3.93149,-71.51521	
-25.03849,-47.61510	
-25.16491,-45.49374	
-4.28435,-74.30896	
-4.41373,-73.86837	
-14.37991,11.09315	
-21.56021,-138.41139	
-23.20967,-45.71466	
5.87240,-74.62750	
-25.18159,-45.55490	
-25.18880,-45.55271	
1.08267,-72.27909	
1.11440,-72.24377	
4.01615,-71.56689	
-3.38913,-63.65709	
5.79971,-76.92855	
-12.50394,-51.12233	
-23.33932,-51.15511	
-5.59320,-75.07248	
-5.68257,-74.95591	
-5.01494,-75.75929	
3.72490,-71.34847	
3.72885,-71.34884	
3.74066,-71.34215	
-23.57225,-48.09576	
-5.60054,-46.61040	
1.12394,-72.94035	
1.13218,-73.15092	
1.16230,-73.19381	
3.00673,-71.62970	
3.05437,-71.54444	
3.80425,-71.51355	
-10.09536,-75.57248	
-14.42134,-57.21638	
-14.47564,-57.05771	
-14.82217,-56.93881	
-21.81409,46.63203	
-5.35440,-76.29053	
-5.46866,-75.48664	
-14.46402,-48.91884	
-21.30605,-53.71521	
-21.31240,-53.50482	
-21.33913,-53.59899	
-12.74257,-57.14755	
-12.75711,-57.11683	
-23.32175,-45.63902	
-25.19094,-45.21584	
-27.16403,-136.36653	
3.87284,-71.46071	
-12.79103,-57.07323	
-12.98800,-73.92149	
-12.98868,-73.69989	
-13.00718,-73.77982	
-13.01165,-73.90021	
-13.02894,-73.84070	
-13.46535,-74.97684	
-21.16237,62.93726	
-13.04556,-56.90289	
-19.26658,-50.87117	
-23.74112,-47.93636	
-23.76443,-47.74682	
-24.47152,-46.90948	
-25.21652,-45.44022	
-25.24069,-45.78848	
-3.51108,-45.47240	
-8.73248,-60.98693	
-9.51991,3.11848	
3.90482,-71.72495	
3.90868,-71.73457	
-25.20376,-45.48335	
2.27783,-70.39758	
3.93681,-71.60999	
3.94012,-71.55795	
36.46084,-107.61150	
5.31664,-75.46497	
-18.36362,-51.93529	
-18.65260,-51.29787	
-18.67113,-51.28989	
-19.13910,-51.16831	
-4.24076,-76.02663	
-7.15811,-79.84647	
-7.72897,-73.74037	
-7.73059,-73.74426	
-19.13020,-51.00965	
-19.18464,-51.16704	
-4.25853,-73.90818	
-4.28658,-74.37372	
-4.72233,-53.86336	
-12.71072,-75.58249	
-12.77677,-75.20637	
-12.78589,-75.43657	
-4.49637,-74.17638	
4.04909,-71.62824	
4.14522,-71.98322	
-5.38591,-75.17418	
-14.44290,-51.96201	
-14.55553,-52.07800	
-18.14053,-139.62489	
-0.14457,-71.32004	
-19.12372,-141.03548	
-25.14299,-45.52090	
-25.16949,-45.44081	
0.41886,-72.34190	
0.43708,-71.63647	
-10.34406,-75.49819	
-12.10952,-71.96625	
-12.13508,-71.91927	
3.74177,-71.35522	
3.74582,-71.33760	
3.75411,-71.35934	
1.87267,-66.63575	
-4.31341,-74.40834	
-4.34226,-74.60649	
-4.34788,-74.67721	
-5.09911,-75.67554	
3.89352,-71.65118	
5.88478,-77.11020	
-17.23644,-51.59665	
-4.34904,-74.21098	
-4.35039,-74.54938	
-12.90145,-57.22589	
-12.92233,-57.22156	
-12.92918,-57.23145	
-17.18411,-51.54205	
-17.21956,-51.60068	
-23.35982,-45.73631	
-17.89853,-67.61283	
-18.66882,-66.87074	
-25.28493,-45.29253	
-25.29678,-45.26951	
-25.32497,-45.32410	
-25.38986,-45.21704	
-25.39557,-45.27530	
-3.85057,-75.40599	
3.87500,-71.18056	
-4.18521,-75.12213	
3.87173,-71.46587	
3.98510,-71.83972	
-10.96209,-52.64349	
-10.96825,-52.57397	
-14.94998,-53.79993	
-5.45342,-75.31103	
-5.85757,-74.80889	
8.75112,147.65157	
-23.18127,-45.85680	
-23.38706,-45.99665	
-23.45045,-45.77795	
-20.03486,-136.89967	
-25.35828,-45.52151	
3.97751,-71.76522	
3.98393,-71.50277	
-19.39958,-141.42078	
-5.21091,-75.67202	
-18.75780,36.80348	
-25.17794,-45.52148	
-13.21170,173.23961	
-2.51394,-48.29296	
-2.72569,-48.26942	
-5.25320,-75.52005	
-19.21698,-50.96798	
-5.69226,-58.41018	
-12.87903,-57.09981	
-23.47357,-46.06219	
-10.44509,-75.37158	
-15.79192,-49.50482	
-16.66472,29.25006	
-23.26040,-51.14018	
-5.06112,-75.54856	
-5.12810,-75.39445	
5.61237,-71.51540	
-26.76969,-135.35706	
-26.84257,-135.16934	
-5.53645,-75.06628	
-5.55243,-75.04697	
5.35424,-6.15260	
-23.99658,-46.99530	
-24.02933,-46.99046	
-25.36397,-45.13176	
-25.39312,-45.10614	
-19.02454,65.48969	
-23.50723,-48.07571	
-25.36985,-45.09326	
3.76170,-71.10439	
3.81287,-71.36342	
-4.37289,-74.71873	
-4.85927,-73.66541	
-6.00386,-79.08949	
32.16706,-132.65941	
-13.62573,161.10307	
-20.48671,9.69991	
3.86862,-71.34618	
5.50772,-73.38251	
4.12396,-72.02750	
-1.49131,-63.31171	
-11.22843,-56.70669	
-11.25240,-56.71880	
-7.38292,-73.15056	
37.49780,-108.07757	
-19.09354,-50.75645	
-19.12881,-50.80127	
-19.21914,-50.69258	
-25.25740,-45.19543	
-5.58297,-74.99100	
35.31344,-105.91384	
3.90103,-71.47559	
3.93351,-71.42311	
43.03167,-164.64841	
-12.52697,158.38087	
-12.98772,159.45599	
-21.30620,-53.73600	
-25.03707,-139.70444	
-5.12942,-76.35334	
3.73002,-71.22218	
3.73426,-71.30014	
3.74578,-71.21884	
3.75052,-71.33030	
3.75951,-71.17633	
35.96878,-108.24464	
-11.88711,-72.46266	
-11.92109,-72.45199	
-14.36815,-48.79034	
-17.57778,-68.18379	
-17.65523,-68.13551	
-5.55949,-46.52160	
-5.58525,-46.51237	
-5.71540,-46.50726	
-5.86717,-46.27426	
3.76615,-71.24934	
3.77244,-71.29214	
-19.11895,-50.80887	
-19.16727,-50.83764	
-6.81852,-78.13986	
-6.82997,-77.99037	
