2014   2 28  0 29 20 917562   -3.59042  -72.18924    16447  11.8  0  0  4  6 0 0 1 0 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 21 847363  -23.49464  -45.64838     3011   4.6  0  0  4  6 0 0 1 0 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 24 166426  -11.88471  -72.19710     3392   7.9  0  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 24 895090  -10.08563  -75.45388     3572   7.9  0  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 25 382206  -13.23744  -52.50145     4257  41.4  1  0  5  9 0 0 1 0 0 0 0 0 0 1 1 1 0 1
2014   2 28  0 29 27  91672  -24.94337 -135.49554    18210  23.9  1  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 29 415043  -14.35984  -48.81748     8138   7.2  0  0  4  6 0 0 1 0 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 36 584487   31.37768 -140.69157    11267   0.6  0  0  4  6 0 0 1 1 0 0 0 0 0 0 1 1 0 0
2014   2 28  0 29 36 985056   -8.81988  -60.34373     2658  14.8  0  0  6 15 0 0 1 1 0 0 0 0 0 1 1 1 0 1
2014   2 28  0 29 37 486803   -0.27245  -71.98911     7050  11.5  0  0  5 10 0 0 1 1 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 38 687293   31.36351 -134.76341    15890  47.8  1  0  6 15 0 0 1 1 0 0 0 0 0 1 1 1 1 0
2014   2 28  0 29 38 721456  -10.28658  -75.62882     3780  23.9  0  0  5 10 0 0 1 1 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 38 765610  -11.52929  -73.61028    18400  11.3  0  0  4  6 0 0 0 1 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 39 294676   -8.82176  -56.04164     3508  28.5  0  0  5 10 0 0 0 1 0 0 0 0 0 1 1 1 0 1
2014   2 28  0 29 40 408309  -17.88833 -136.54240    15326  24.9  1  0  4  6 0 0 1 0 0 0 0 0 0 1 1 1 0 0
2014   2 28  0 29 40 465361  -17.71648 -138.03477    12012  14.6  0  0  4  6 0 0 1 1 0 0 0 0 0 0 1 1 0 0
2014   2 28  0 29 40 472937  -17.76947 -137.59453    13202  32.1  1  0  5 10 0 0 1 1 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 40 569562  -10.08155  -75.68282     4709  38.8  1  0  5 10 0 0 1 1 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 40 641631  -17.93524 -136.44974     8893   7.7  0  0  4  6 0 0 1 0 0 0 0 0 0 1 0 1 0 1
2014   2 28  0 29 40 735494  -17.75689 -137.61284    13661  33.5  1  0  5 10 0 0 1 1 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 40 842364  -17.83720 -136.91441    14198  18.5  0  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 40 882030  -17.65679 -138.13753    12521  16.0  0  0  4  6 0 0 1 1 0 0 0 0 0 0 1 1 0 0
2014   2 28  0 29 41 381432   -4.88202  -53.63401     3713  44.9  1  0  5 10 0 0 1 0 0 0 0 0 0 1 0 1 1 1
2014   2 28  0 29 41 681187   -4.47658  -74.32863     5946  37.8  1  0  5  7 0 0 1 1 0 0 0 0 0 0 1 1 1 0
2014   2 28  0 29 41 986611  -13.55192  -72.83994     5877  73.2  2  0  5 10 0 0 1 1 0 0 0 0 0 1 0 1 0 1
2014   2 28  0 29 43  15068  -14.25584 -179.54942    18857  16.0  0  0  4  6 0 0 1 1 0 0 0 0 0 0 1 1 0 0
2014   2 28  0 29 43 661901   -6.32424    3.08109    67254  33.8  1  0  4  6 0 0 1 1 0 0 0 0 0 0 1 0 0 1
2014   2 28  0 29 43 662787   -6.82358  -46.93523     9079  10.7  0  0  4  6 0 0 1 1 0 0 0 0 0 0 1 0 0 1
2014   2 28  0 29 45 137644  -11.77686  -72.35597     4257  20.1  1  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 45 752143  -11.42015  -52.95040    11320  75.6  2  0  5 10 0 0 1 1 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 47 103711   -4.23285  -74.37183     7978 118.5  2  0  6 15 0 0 1 1 0 0 0 0 0 1 1 1 0 1
2014   2 28  0 29 47 151637   -4.24655  -73.53095     4946  22.1  1  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 29 51 673631  -18.31005  -51.05996     4715  12.4  0  0  4  6 0 0 1 0 0 0 0 0 0 1 1 0 0 1
2014   2 28  0 29 51 713715  -18.11728  -51.04244     3741  21.5  0  0  5  7 0 0 1 0 0 0 0 0 0 1 1 0 1 1
2014   2 28  0 29 52  14939  -25.66055  -44.90774     3235  11.7  0  0  5  7 0 0 1 1 1 0 0 1 0 0 0 0 0 1
2014   2 28  0 29 52  99890    6.33950  -75.13306     4643  11.5  0  0  5  7 0 0 0 1 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 29 52 597962  -25.65658  -44.94740     2466  11.8  0  0  7 21 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 29 52 766267  -25.64277  -45.01444     3051  10.1  0  0  5 10 0 0 1 0 0 0 0 1 0 1 1 0 0 1
2014   2 28  0 29 53  80021  -13.72762  -52.58604     4415  21.7  0  0  5  8 0 0 1 1 1 0 0 0 0 1 0 0 0 1
2014   2 28  0 29 53  81642    0.23062  -71.83900     3129   4.1  0  0  5 10 0 0 0 1 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 29 53  90996    0.22623  -71.84308     3632   4.1  0  0  4  6 0 0 0 1 0 0 0 1 0 0 1 1 0 0
2014   2 28  0 29 53 194074  -25.54645  -45.07190     2496  13.1  0  0  7 20 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 29 53 327489  -13.75940  -52.54368     2857   8.4  0  0  5 10 0 0 1 0 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 29 53 529385  -24.02476 -139.17722     8046  20.4  0  0  6 15 0 0 1 0 1 0 0 1 0 1 1 1 0 0
2014   2 28  0 29 53 805626  -10.15460  -75.57176     4672  21.4  1  0  4  6 0 0 1 0 0 0 0 1 0 0 1 1 0 0
2014   2 28  0 29 53 808711  -15.14528 -179.69502    10592  25.7  0  0  6 15 0 0 1 1 0 0 0 1 0 0 1 1 0 1
2014   2 28  0 29 54  69256  -14.92344  179.50183    14441  15.7  0  0  4  6 0 0 0 1 0 0 0 1 0 0 1 1 0 0
2014   2 28  0 29 54  71445  -23.95839 -139.23996     8485  23.7  0  0  6 15 0 0 1 0 1 0 0 1 0 1 0 1 0 1
2014   2 28  0 29 54  82459  -10.22272  -75.66302     5142  25.7  0  0  5 10 0 0 0 0 1 0 0 1 0 1 1 1 0 0
2014   2 28  0 29 54 712685  -18.10855   37.29696    22560  14.9  0  0  5  7 0 0 1 1 1 0 0 1 0 0 0 0 0 1
2014   2 28  0 29 56 507751   -5.17782  -75.61875     5065  25.9  0  0  5 10 0 0 0 0 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 29 56 550167   -5.12512  -75.46275     3765  34.9  0  0  7 16 0 0 1 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 29 56 567564   -5.18844  -75.72325     4236  29.4  0  0  6 15 0 0 0 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 29 56 577146    3.43590  -71.16637    13713  29.1  0  0  5 10 0 0 0 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 29 56 606533   -5.21872  -75.63085     5438  40.5  1  0  6 15 0 0 0 0 1 0 0 1 0 1 1 1 0 1
2014   2 28  0 29 57 245481  -25.37743  -45.02930     2667  24.5  0  0  7 21 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 29 57 272671  -15.53174  -49.14503     4219  32.7  1  0  5  9 0 0 1 1 1 0 0 1 0 0 0 0 0 1
2014   2 28  0 29 57 421548  -25.37540  -45.03710     2688  25.4  0  0  7 21 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 29 57 977124  -19.05168  -51.19648     3089  47.6  0  0  7 19 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 29 58 659189  -23.68750  -50.76524     3689  37.4  0  0  6 12 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 29 59 943174  -21.69831   61.50195    34772  39.0  1  0  5 10 0 0 1 1 1 0 0 0 0 0 1 0 0 1
2014   2 28  0 30  0 135769    3.89564  -71.80073     5771  55.1  1  0  6 15 0 0 0 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  0 990533  -17.72156  -67.51649     4021  77.1  2  0  7 21 0 0 1 0 1 0 0 1 0 1 1 1 0 1
2014   2 28  0 30  1  61688  -17.92685  -67.43484     4966  64.0  2  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  1  90156  -17.61762  -68.04466     3301  12.2  0  0  4  6 0 0 1 1 0 0 0 1 0 0 0 1 0 0
2014   2 28  0 30  1 104133  -17.87679  -67.41632     4504  20.1  1  0  4  6 0 0 1 0 0 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  1 116078  -17.69805  -67.72441     5113  58.8  2  0  5 10 0 0 1 0 0 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  1 128737  -17.71278  -67.63042     4331  65.1  2  0  6 15 0 0 1 0 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  1 201990  -17.68770  -67.78217     4166  80.5  2  0  7 21 0 0 1 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  1 245622  -17.96723  -67.19822    11472  91.7  2  0  6 15 0 0 0 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 30  1 279303  -17.75331  -67.65120     4643 104.4  2  0  7 21 0 0 1 1 1 0 0 1 0 1 0 1 0 1
2014   2 28  0 30  1 382388  -17.74319  -67.65981     4794 107.1  2  0  7 21 0 0 1 1 1 0 0 1 0 1 1 1 0 0
2014   2 28  0 30  1 858607  -12.21910  170.20557    27429  23.6  1  0  4  6 0 0 1 1 0 0 0 0 0 0 1 1 0 0
2014   2 28  0 30  2  86508    2.07109  -66.84430     4829  73.5  2  0  6 14 0 0 1 1 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 30  2 231330  -15.97726  -49.23750     3872  17.6  0  0  5  7 0 0 0 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  2 435152   -8.82949  -60.65474     3946  84.2  2  0  7 21 0 0 1 1 1 0 0 0 0 0 1 1 1 1
2014   2 28  0 30  2 492647   -8.86499  -60.56947     3394  55.8  1  0  7 19 0 0 1 1 0 0 0 1 0 0 1 1 1 1
2014   2 28  0 30  2 547484   -8.93509  -60.73190     5394  79.6  2  0  6 15 0 0 0 0 1 0 0 1 0 1 1 1 0 1
2014   2 28  0 30  2 665639   -8.98854  -60.75940     7958  86.4  2  0  7 21 0 0 0 1 1 0 0 1 0 1 1 0 1 1
2014   2 28  0 30  2 785503   -8.80216  -60.63018     4016  84.5  2  0  7 21 0 0 1 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  2 831142   -8.76235  -60.67913     4057  67.0  2  0  6 15 0 0 1 1 0 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  3 222989  -25.52175  -45.34724     4132  38.0  1  0  5 10 0 0 1 1 1 0 0 1 0 0 1 0 0 0
2014   2 28  0 30  3 414420  -25.47859  -45.44631     3471  43.0  1  0  6 15 0 0 1 1 1 0 0 1 0 1 1 0 0 0
2014   2 28  0 30  3 518489  -14.08528  -73.98324     4021  32.3  1  0  5 10 0 0 1 0 1 0 0 0 0 0 1 1 0 1
2014   2 28  0 30  3 553251  -25.49645  -45.32155     4102  54.8  1  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  3 594857  -14.21107  -74.31402     5148  97.7  2  0  7 21 0 0 1 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  3 620621  -25.49415  -45.32473     4089  54.6  1  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  3 681221  -26.47469 -137.44235    14460  39.4  1  0  5 10 0 0 1 1 0 0 0 1 0 0 1 1 0 0
2014   2 28  0 30  3 781088  -25.47202  -45.53231     3507  44.2  1  0  6 15 0 0 1 1 1 0 0 1 0 1 1 0 0 0
2014   2 28  0 30  4 101742   -4.86932  -76.63947     8998  19.6  0  0  4  6 0 0 0 1 0 0 0 0 0 1 0 1 0 1
2014   2 28  0 30  4 123996  -25.22305 -140.67729    34925  67.5  2  0  5 10 0 0 0 1 0 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  5 223088   -7.65481  -73.06076     9756  98.1  2  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  5 438367  -14.78562  -57.02188     5283 116.4  2  0  7 21 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 30  5 453995    5.30175  141.08945    11237  59.6  2  0  5 10 0 0 1 0 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 30  6  74040    5.64191  -76.95303     8758 107.8  2  0  6 14 0 0 1 1 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 30  6 352469   -4.76625  -73.48264    11379 105.0  2  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  6 520759   -4.08088  -76.35738     7464 114.1  2  0  6 15 0 0 1 1 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 30  6 622039    4.47589  -72.10905     9308 104.9  2  0  6 15 0 0 0 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  6 673958    4.45388  -71.67913     6587 112.9  2  0  7 19 0 0 1 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  6 806557   -3.33144  -63.56105     4736 111.1  2  0  7 21 0 0 1 1 1 0 0 1 0 0 1 1 0 1
2014   2 28  0 30  7 395417   -4.53245  -43.46799     6925  94.5  2  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30  7 404344   -5.36344  -74.89560     5105  23.8  1  0  4  6 0 0 1 0 0 0 0 0 0 0 1 1 0 1
2014   2 28  0 30  8 107483  -21.32344  -53.47878     2477   1.0  0  0  5 10 0 0 1 0 1 0 0 0 0 1 1 0 0 1
2014   2 28  0 30  8 135454  -21.33430  -53.45868     2398  11.0  0  0  6 15 0 0 1 1 0 0 0 1 0 1 1 0 0 1
2014   2 28  0 30  8 659786  -12.35146  -74.43024     2998  16.2  0  0  6 13 0 0 1 0 1 0 0 1 0 1 1 1 0 0
2014   2 28  0 30  8 760905  -21.75275 -134.60301    16934   6.4  0  0  4  6 0 0 1 1 0 0 0 1 0 0 0 0 0 1
2014   2 28  0 30  8 877692  -12.36549  -74.42863     2645  16.0  0  0  7 21 0 0 1 1 1 0 0 1 0 1 0 1 0 1
2014   2 28  0 30  8 888551  -21.30665 -135.69566     6698  15.7  0  0  6 15 0 0 1 1 0 0 0 1 0 0 1 1 0 1
2014   2 28  0 30 10  36031  -25.45144  -44.82730     2516  17.3  0  0  7 21 0 0 1 1 1 0 0 1 0 1 1 0 0 1
2014   2 28  0 30 10 324176  -25.65229  -45.01713     3288  17.9  0  0  5  9 0 0 1 1 1 0 0 1 0 0 0 0 0 1
2014   2 28  0 30 10 343077  -23.51601  -45.59961     2979  22.2  0  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30 10 519867  -25.60962  -44.98312     2933  21.7  0  0  6 15 0 0 1 1 1 0 0 1 0 0 1 0 0 1
2014   2 28  0 30 10 985506   -4.78016  -53.55000     3276  21.3  0  0  5  9 0 0 0 1 1 0 0 1 0 0 1 1 0 0
2014   2 28  0 30 11 838921  -25.39617  -46.76973     5097  34.8  1  0  5  9 0 0 1 1 1 0 0 1 0 0 1 0 0 0
2014   2 28  0 30 11 910615  -25.39542  -46.76346     2817  26.0  0  0  7 19 0 0 1 1 0 0 0 1 0 1 1 0 1 1
2014   2 28  0 30 12 231432  -25.34124  -46.85651     3926  24.5  0  0  5  7 0 0 1 1 1 0 0 0 0 1 1 0 0 0
2014   2 28  0 30 12 315988  -25.42465  -46.98019     4578  82.2  2  0  7 16 0 0 1 1 1 0 0 0 0 1 1 1 0 1
2014   2 28  0 30 12 347281  -15.88131  -72.58672     3414  19.1  0  0  7 21 0 0 0 1 1 0 0 1 0 1 0 1 1 1
2014   2 28  0 30 12 451725  -25.36293  -46.96868     2964  36.0  0  0  7 20 0 0 1 1 0 0 0 1 0 1 1 1 1 0
